X,Y,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,gpxx_WaypointExtension,wptx1_WaypointExtension,ctx_CreationTimeExtension
145.623381994665,-37.5625039637089,557.417053,2017/09/19 12:02:31+00,,,FLU07GGV000000,IMG 3885,IMG 3885,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-09-19T12:02:31Z</ctx:CreationTime>      
145.622026976198,-37.5635790266097,578.279968,2017/09/19 12:16:37+00,,,FLU08GGV000000,IMG 3888,IMG 3888,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-09-19T12:16:37Z</ctx:CreationTime>      
145.624872967601,-37.562794983387,562.924622,2017/09/19 13:36:27+00,,,FLU09GGV000000,IMG 3890,IMG 3890,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-09-19T13:36:27Z</ctx:CreationTime>      
145.6242739968,-37.5637220218778,586.878662,2017/09/19 13:51:37+00,,,FLU10GGV000000,IMG 3892,IMG 3892,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-09-19T13:51:37Z</ctx:CreationTime>      
145.581847988069,-37.5430700182915,724.496155,2017/10/12 12:16:01+00,,,FLZ02GGV190020,IMG 4373,IMG 4373,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-10-12T12:16:01Z</ctx:CreationTime>      
145.583592010662,-37.5440529640764,739.537048,2017/10/12 12:28:26+00,,,FLZ03GGV000000,IMG 4387,IMG 4387,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-10-12T12:28:26Z</ctx:CreationTime>      
145.588749982417,-37.54399898462,779.768494,2017/10/12 12:46:39+00,,,FLZ04GGV080025,IMG 4391,IMG 4391,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-10-12T12:46:39Z</ctx:CreationTime>      
146.222199993208,-37.904468011111,545.849609,2018/08/28 09:06:31+00,,,FRL01GGV,6945,6945,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-08-28T09:06:31Z</ctx:CreationTime>      
146.236847033724,-37.9117470234632,504.797272,2018/08/28 12:33:29+00,,,FSR01GGV,6949,6949,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-08-28T12:33:29Z</ctx:CreationTime>      
146.233674986288,-37.9127520136535,520.131836,2018/08/28 13:45:34+00,,,FSR02GGV,6954,6954,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-08-28T13:45:34Z</ctx:CreationTime>      
145.588146988302,-37.5415160134435,726.501404,2018/08/14 14:44:03+00,,,FZN01GGV,8615,8615,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-08-14T14:44:03Z</ctx:CreationTime>      
145.515481000766,-37.4472360312939,750.351807,2017/01/24 13:15:23+00,,,"G1 B R 12;15",,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:15:23Z</ctx:CreationTime>      
145.514104021713,-37.4456490017474,782.423462,2017/01/24 13:58:27+00,,,G10 B L 1257,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:58:27Z</ctx:CreationTime>      
145.514068985358,-37.4457230139524,782.415894,2017/01/24 13:59:21+00,,,G11 B R 1258,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:59:21Z</ctx:CreationTime>      
145.514036966488,-37.4462359864265,786.664124,2017/01/24 14:04:08+00,,,G12 B L 104,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T14:04:08Z</ctx:CreationTime>      
145.515411011875,-37.4467850010842,753.105042,2017/01/24 13:18:38+00,,,G2 B L 12:18,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:18:38Z</ctx:CreationTime>      
145.515722986311,-37.4457159731537,751.255981,2017/01/24 13:23:05+00,,,G3 B L 1223,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:23:05Z</ctx:CreationTime>      
145.515925996006,-37.4451279826462,749.430969,2017/01/24 13:27:59+00,,,G4 B R 1226,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:27:59Z</ctx:CreationTime>      
145.515794986859,-37.444398002699,745.683472,2017/01/24 13:32:36+00,,,G5 B L 1231,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:32:36Z</ctx:CreationTime>      
145.515547972172,-37.4427099712193,738.052917,2017/01/24 13:40:15+00,,,G6 B R 1238,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:40:15Z</ctx:CreationTime>      
145.514722019434,-37.4447499588132,770.233093,2017/01/24 13:48:21+00,,,G7 B L 1247,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:48:21Z</ctx:CreationTime>      
145.514568965882,-37.4450210295618,775.202209,2017/01/24 13:52:50+00,,,G8 B L 1251,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:52:50Z</ctx:CreationTime>      
145.514122964814,-37.4453920125961,780.590393,2017/01/24 13:55:47+00,,,G9 B L 1255,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-24T13:55:47Z</ctx:CreationTime>      
145.887820981443,-37.8279470186681,796.782166,2017/06/09 11:29:38+00,,,GAL01GGV170010,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-06-09T11:29:38Z</ctx:CreationTime>      
145.887424014509,-37.8276630397886,794.934265,2017/06/09 11:32:39+00,,,GAL02GGV210100,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-06-09T11:32:39Z</ctx:CreationTime>      
145.887383027002,-37.8276040311903,794.589478,2017/06/09 11:37:57+00,,,GAL03GGV000000,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-06-09T11:37:57Z</ctx:CreationTime>      
145.987892020494,-37.7785009983927,801.146667,2016/12/09 13:08:41+00,,,GG,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2016-12-09T13:08:41Z</ctx:CreationTime>      
145.868619969115,-37.8177739866078,778.171936,2017/02/07 12:16:24+00,,,GG 11:15,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-07T12:16:24Z</ctx:CreationTime>      
145.926173971966,-37.5095180142671,975.626831,2017/01/02 10:54:47+00,,,GG 945,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-02T10:54:47Z</ctx:CreationTime>      
145.989533029497,-37.7783409878612,815.127136,2018/03/07 10:42:03+00,,,GG01,6180,6180,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-03-07T10:42:03Z</ctx:CreationTime>      
145.989218959585,-37.779862973839,837.071594,2018/03/07 11:00:22+00,,,GG02,6186,6186,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-03-07T11:00:22Z</ctx:CreationTime>      
145.989190964028,-37.7798519935459,836.243408,2018/03/07 11:01:15+00,,,GG03,6189,6189,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-03-07T11:01:15Z</ctx:CreationTime>      
145.989548033103,-37.7797590382397,840.459961,2018/03/07 11:07:56+00,,,GG04,6196*2,6196*2,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-03-07T11:07:56Z</ctx:CreationTime>      
145.989592960104,-37.7797919791192,837.697998,2018/03/07 11:09:07+00,,,GG05,6196*2,6196*2,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-03-07T11:09:07Z</ctx:CreationTime>      
145.991522977129,-37.7795410249382,833.219971,2018/03/07 11:48:35+00,,,GG06,6198,6198,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-03-07T11:48:35Z</ctx:CreationTime>      
145.927437962964,-37.7970769722015,773.466003,2017/03/04 12:05:25+00,,,GG06030m,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-04T12:05:25Z</ctx:CreationTime>      
145.988485040143,-37.7779300231487,,2018/03/07 13:11:43+00,,,GG09,6207,6207,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-03-07T13:11:43Z</ctx:CreationTime>      
145.921081965789,-37.7934249769896,783.007202,2017/03/04 12:11:12+00,,,GG09035m,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-04T12:11:12Z</ctx:CreationTime>      
145.988495014608,-37.7779219765216,,2018/03/07 13:13:51+00,,,GG10,6211,6211,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2018-03-07T13:13:51Z</ctx:CreationTime>      
145.870204987004,-37.8152520395815,783.496216,2017/01/07 11:23:46+00,,,GG14,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-07T11:23:46Z</ctx:CreationTime>      
145.802238984033,-37.8140899725258,744.032654,2017/02/11 10:14:38+00,,,GG16,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-11T10:14:38Z</ctx:CreationTime>      
145.799181014299,-37.805398022756,854.455933,2016/08/02 12:58:19+00,,,GG2,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2016-08-02T12:58:19Z</ctx:CreationTime>      
145.624168971553,-37.5550419744104,524.589783,2017/04/08 12:30:25+00,,,GG22060M,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-04-08T12:30:25Z</ctx:CreationTime>      
145.889500966296,-37.8302829712629,812.903809,2017/03/06 11:23:41+00,,,GG22570m,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-06T11:23:41Z</ctx:CreationTime>      
145.799680994824,-37.8121590334922,753.115601,2017/02/11 11:11:39+00,,,GG24,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-11T11:11:39Z</ctx:CreationTime>      
145.91831099242,-37.7915379591286,764.907349,2017/03/04 12:16:09+00,,,GG27040m,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-04T12:16:09Z</ctx:CreationTime>      
145.801834976301,-37.8046459984034,851.885681,2016/08/02 14:06:57+00,,,GG3,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2016-08-02T14:06:57Z</ctx:CreationTime>      
145.86756426841,-37.8083228878677,,2017/02/02 10:55:11+00,,,GG30,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-02T10:55:11Z</ctx:CreationTime>      
145.931144021451,-37.7985510136932,726.506104,2017/03/04 09:59:37+00,,,GG31,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-04T09:59:37Z</ctx:CreationTime>      
145.931144021451,-37.7985510136932,726.506104,2017/03/04 09:59:37+00,,,GG310,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-04T09:59:37Z</ctx:CreationTime>      
145.935048982501,-37.7706810180098,773.282898,2017/03/10 13:58:26+00,,,GG311,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-10T13:58:26Z</ctx:CreationTime>      
145.697855958715,-37.8366370406002,300.038361,2017/03/07 09:34:48+00,,,GG31545m,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-07T09:34:48Z</ctx:CreationTime>      
145.797361973673,-37.8105545695871,,2017/02/02 10:39:55+00,,,GG33,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-02T10:39:55Z</ctx:CreationTime>      
145.62204499729,-37.554609971121,530.358093,2017/04/08 12:16:36+00,,,GG36070M,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-04-08T12:16:36Z</ctx:CreationTime>      
145.508807664737,-37.5235955044627,,2017/01/27 23:33:17+00,,,GG39,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-27T23:33:17Z</ctx:CreationTime>      
145.511530777439,-37.5225767679513,,2017/01/27 23:37:04+00,,,GG40,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-27T23:37:04Z</ctx:CreationTime>      
145.867520431057,-37.8093873895705,,2017/02/02 10:55:42+00,,,GG43,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-02T10:55:42Z</ctx:CreationTime>      
145.518100429326,-37.4860769324005,,2017/01/27 23:29:50+00,,,GG46,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-27T23:29:50Z</ctx:CreationTime>      
145.870731035247,-37.813723012805,798.20282,2017/01/07 11:10:31+00,,,GG5,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-07T11:10:31Z</ctx:CreationTime>      
145.925708021969,-37.8131529595703,819.741394,2017/01/07 13:25:20+00,,,GG6,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-07T13:25:20Z</ctx:CreationTime>      
145.61372528784,-37.5602611340582,,2017/02/02 10:45:25+00,,,GG61,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-02T10:45:25Z</ctx:CreationTime>      
145.906627960503,-37.8599829878658,610.035706,2016/12/07 14:19:35+00,,,GG62,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2016-12-07T14:19:35Z</ctx:CreationTime>      
145.46991228126,-37.5048311892897,,2017/01/27 11:28:08+00,,,GG65,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-27T11:28:08Z</ctx:CreationTime>      
145.800801571459,-37.8058620449156,,2017/02/02 10:43:51+00,,,GG67,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-02T10:43:51Z</ctx:CreationTime>      
145.9208005853,-37.8083238936961,,2017/02/02 10:42:49+00,,,GG68,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-02T10:42:49Z</ctx:CreationTime>      
145.919418828562,-37.8056155331433,,2017/02/02 10:43:05+00,,,GG69,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-02T10:43:05Z</ctx:CreationTime>      
146.272142976522,-37.9067590367049,680.541626,2017/05/21 09:35:19+00,,,GG76,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-05-21T09:35:19Z</ctx:CreationTime>      
145.916477032006,-37.7813169825822,698.05188,2017/01/15 10:39:36+00,,,GG8,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-15T10:39:36Z</ctx:CreationTime>      
145.539480987936,-37.4519630055875,805.947144,2017/04/07 13:59:14+00,,,GG80m in coupe,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-04-07T13:59:14Z</ctx:CreationTime>      
145.868879975751,-37.8108669631183,795,2017/02/04 14:13:35+00,,,GG81,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-02-04T14:13:35Z</ctx:CreationTime>      
145.916477032006,-37.7813169825822,698.05188,2017/01/15 10:39:36+00,,,GG811,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-15T10:39:36Z</ctx:CreationTime>      
145.870899008587,-37.7976310160011,738.978271,2017/01/20 10:00:41+00,,,GG9,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-20T10:00:41Z</ctx:CreationTime>      
145.535428170115,-37.4970441497862,,2017/01/27 23:29:01+00,,,GG99,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-01-27T23:29:01Z</ctx:CreationTime>      
145.906022032723,-37.8607839625329,632.957886,2017/04/12 11:28:34+00,,,GG9:30,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-04-12T11:28:34Z</ctx:CreationTime>      
145.931141003966,-37.7985070087016,724.175415,2017/03/04 09:56:53+00,,,GGABOVE,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-04T09:56:53Z</ctx:CreationTime>      
145.920457011089,-37.7924219984561,775.955505,2017/03/04 12:13:26+00,,,GGABOVE1,,,,,,,,,,Big Game,user,,,,,,,,        <gpxx:DisplayMode>SymbolAndName</gpxx:DisplayMode>      ,        <wptx1:DisplayMode>SymbolAndName</wptx1:DisplayMode>      ,        <ctx:CreationTime>2017-03-04T12:13:26Z</ctx:CreationTime>      
