lng,lat,UNIQUE_ID,Sighting Order,RECORD_ID,STATUS,SOURCE,STARTDATE,SRC_GROUP,LBP_USAGE,LBPBUFF_ID,RECORDTYPE,XCOORD,YCOORD,Method,species,common name
145.894983,-37.85538296,593,#34,8436780,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),29/8/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT324.2,New (verified) record post-February 2014,145.894983,-37.855383,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.895483,-37.84261699,626,#55,8436804,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),27/9/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT323.4,New (verified) record post-February 2014,145.895483,-37.842617,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.8991,-37.856917,594,#35,8436781,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),29/8/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT325.1,New (verified) record post-February 2014,145.8991,-37.856917,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.90095,-37.85908301,595,#36,8436782,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),29/8/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT325.2,New (verified) record post-February 2014,145.90095,-37.859083,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.904767,-37.53860003,906,#109,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT427.1,New (verified) record post-February 2014,145.904767,-37.5386,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.905733,-37.86329999,603,#41,8436790,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/9/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT331.1,New (verified) record post-February 2014,145.905733,-37.8633,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.912517,-37.5194,693,#79,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT291.2,New (verified) record post-February 2014,145.912517,-37.5194,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.913917,-37.51656696,717,#86,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT291.3,New (verified) record post-February 2014,145.913917,-37.516567,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.91615,-37.87264996,604,#42,8436791,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/9/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT327.2,New (verified) record post-February 2014,145.91615,-37.87265,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.9164671,-37.87486702,597,#38,8436784,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),5/9/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT327.1,New (verified) record post-February 2014,145.916467,-37.874867,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.9191499,-37.78303299,832,#94,8502556,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),12/2/17,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT388.1,New (verified) record post-February 2014,145.91915,-37.783033,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.9196325,-37.87309698,0,#126,0,VERIFIED,Recently Verified,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",,New (verified) record post-February 2014,145.919632,-37.873097,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.9197171,-37.78071703,848,#103,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT388.2,New (verified) record post-February 2014,145.919717,-37.780717,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.92045,-37.38564997,585,#28,8436772,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.6,New (verified) record post-February 2014,145.92045,-37.38565,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.921367,-37.38749996,586,#29,8436773,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.5,New (verified) record post-February 2014,145.921367,-37.3875,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.921467,-37.80219997,845,#100,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT396.1,New (verified) record post-February 2014,145.921467,-37.8022,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.922817,-37.39066697,573,#17,8436760,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.2,New (verified) record post-February 2014,145.922817,-37.390667,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.923417,-37.86571701,599,#40,8436786,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),5/9/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT328.2,New (verified) record post-February 2014,145.923417,-37.865717,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.923633,-37.86755001,598,#39,8436785,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),5/9/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT328.1,New (verified) record post-February 2014,145.923633,-37.86755,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.924417,-37.39193296,574,#18,8436761,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.3,New (verified) record post-February 2014,145.924417,-37.391933,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.927233,-37.39206698,575,#19,8436762,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/8/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT207.4,New (verified) record post-February 2014,145.927233,-37.392067,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.9300981,-37.79955835,0,#125,0,VERIFIED,Recently Verified,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",,New (verified) record post-February 2014,145.930098,-37.799558,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.932883,-37.78900003,854,#104,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT400.1,New (verified) record post-February 2014,145.932883,-37.789,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.934083,-37.82443302,616,#45,8436794,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),15/9/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT338.1,New (verified) record post-February 2014,145.934083,-37.824433,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.937667,-37.82459996,617,#46,8436795,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),15/9/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT338.2,New (verified) record post-February 2014,145.937667,-37.8246,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.9399503,-37.7618834,1019,#119,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT458.1,New (verified) record post-February 2014,145.93995,-37.761883,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.9417,-37.82614997,618,#47,8436796,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),15/9/16,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT338.3,New (verified) record post-February 2014,145.9417,-37.82615,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
145.9927425,-37.77515394,0,#127,0,VERIFIED,Recently Verified,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",,New (verified) record post-February 2014,145.992742,-37.775154,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.0578025,-37.65985675,0,#128,0,VERIFIED,Recently Verified,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",,New (verified) record post-February 2014,146.057803,-37.659857,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.071867,-37.81476704,1022,#122,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT459.1,New (verified) record post-February 2014,146.071867,-37.814767,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.090933,-37.78580003,720,#89,8502552,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),23/1/17,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT283.2,New (verified) record post-February 2014,146.090933,-37.7858,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.09445,-37.81158299,992,#115,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT446.1,New (verified) record post-February 2014,146.09445,-37.811583,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.0982829,-37.78663297,722,#91,8502554,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),23/1/17,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT284.2,New (verified) record post-February 2014,146.098283,-37.786633,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.110333,-37.81173304,695,#81,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT371.2,New (verified) record post-February 2014,146.110333,-37.811733,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.1131331,-37.81235,694,#80,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT371.1,New (verified) record post-February 2014,146.113133,-37.81235,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.114567,-37.81020003,719,#88,8502551,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),21/1/17,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT371.3,New (verified) record post-February 2014,146.114567,-37.8102,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.1471562,-37.81580436,1020,#120,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT216.5,New (verified) record post-February 2014,146.147156,-37.815804,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.1488782,-37.81128331,1018,#118,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT216.3,New (verified) record post-February 2014,146.148878,-37.811283,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.1522697,-37.81274083,1021,#121,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT216.4,New (verified) record post-February 2014,146.15227,-37.812741,Camera Trap,Gymnobelideus leadbeateri,Leadbeater's possum
146.271286,-37.7733301,1026,#124,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT463.1,New (verified) record post-February 2014,146.271286,-37.77333,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.274217,-37.88634996,721,#90,8502553,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),28/1/17,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT383.1,New (verified) record post-February 2014,146.274217,-37.88635,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.2766044,-37.77055079,1025,#123,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT462.1,New (verified) record post-February 2014,146.276604,-37.770551,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.284767,-37.769167,909,#112,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT430.1,New (verified) record post-February 2014,146.284767,-37.769167,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.286367,-37.76515002,908,#111,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT429.1,New (verified) record post-February 2014,146.286367,-37.76515,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.28795,-37.89836699,857,#106,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT401.1,New (verified) record post-February 2014,146.28795,-37.898367,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.2884635,-37.92259957,991,#114,8590335,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),20/8/17,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT445.1,New (verified) record post-February 2014,146.288464,-37.9226,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.2942669,-37.90125004,844,#99,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT395.1,New (verified) record post-February 2014,146.294267,-37.90125,Camera Trap,Gymnobelideus leadbeateri,Leadbeater's possum
146.301119,-37.78015357,0,#129,0,VERIFIED,Recently Verified,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",,New (verified) record post-February 2014,146.301119,-37.780154,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.302233,-37.91465002,699,#85,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT373.1,New (verified) record post-February 2014,146.302233,-37.91465,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
146.315667,-37.78565002,846,#101,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,Community group/general public,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT397.1,New (verified) record post-February 2014,146.315667,-37.78565,Active Search,Gymnobelideus leadbeateri,Leadbeater's possum
